#Gen	 maxScore	 numeval
6420	7.3	2048512
6440	7.3	2048512
6460	7.3	2048512
6480	7.3	2048512
6500	7.3	2048512
6520	7.3	2048512
6540	7.3	2048512
6560	7.3	2048512
6580	7.3	2048512
6600	7.3	2048512
6620	7.3	2048512
6640	7.3	2048512
6660	7.3	2048512
6680	7.3	2048512
6700	7.3	2048512
6720	7.3	2048512
6740	7.3	2048512
6760	7.3	2048512
6780	7.3	2048512
6800	7.3	2048512
6820	7.3	2048512
6840	7.3	2048512
6860	7.3	2048512
6880	7.3	2048512
6900	7.3	2048512
6920	7.3	2048512
6940	7.3	2048512
6960	7.3	2048512
6980	7.3	2048512
7000	7.3	2048512
7020	7.3	2048512
7040	7.3	2048512
7060	7.3	2048512
7080	7.3	2048512
7100	7.3	2048512
7120	7.3	2048512
7140	7.3	2048512
7160	7.3	2048512
7180	7.3	2048512
7200	7.3	2048512
7220	7.3	2048512
7240	7.3	2048512
7260	7.3	2048512
7280	7.3	2048512
7300	7.3	2048512
7320	7.3	2048512
7340	7.3	2048512
7360	7.3	2048512
7380	7.3	2048512
7400	7.3	2048512
7420	7.3	2048512
7440	7.3	2048512
7460	7.3	2048512
7480	7.3	2048512
7500	7.3	2048512
7520	7.3	2048512
7540	7.3	2048512
7560	7.3	2048512
7580	7.3	2048512
7600	7.3	2048512
7620	7.3	2048512
7640	7.3	2048512
7660	7.3	2048512
7680	7.3	2048512
7700	7.3	2048512
7720	7.3	2048512
7740	7.3	2048512
7760	7.3	2048512
7780	7.3	2048512
7800	7.3	2048512
7820	7.3	2048512
7840	7.3	2048512
7860	7.3	2048512
7880	7.3	2048512
7900	7.3	2048512
7920	7.3	2048512
7940	7.3	2048512
7960	7.3	2048512
7980	7.3	2048512
8000	7.3	2048512
8020	7.3	2560512
8040	7.3	2560512
8060	7.3	2560512
8080	7.3	2560512
8100	7.3	2560512
8120	7.3	2560512
8140	7.3	2560512
8160	7.3	2560512
8180	7.3	2560512
8200	7.3	2560512
8220	7.3	2560512
8240	7.3	2560512
8260	7.3	2560512
8280	7.3	2560512
8300	7.3	2560512
8320	7.3	2560512
8340	7.3	2560512
8360	7.3	2560512
8380	7.3	2560512
8400	7.3	2560512
8420	7.3	2560512
8440	7.3	2560512
8460	7.3	2560512
8480	7.3	2560512
8500	7.3	2560512
8520	7.3	2560512
8540	7.3	2560512
8560	7.3	2560512
8580	7.3	2560512
8600	7.3	2560512
8620	7.3	2560512
8640	7.3	2560512
8660	7.3	2560512
8680	7.3	2560512
8700	7.3	2560512
8720	7.3	2560512
8740	7.3	2560512
8760	7.3	2560512
8780	7.3	2560512
8800	7.3	2560512
8820	7.3	2560512
8840	7.3	2560512
8860	7.3	2560512
8880	7.3	2560512
8900	7.3	2560512
8920	7.3	2560512
8940	7.3	2560512
8960	7.3	2560512
8980	7.3	2560512
9000	7.3	2560512
9020	7.3	2560512
9040	7.3	2560512
9060	7.3	2560512
9080	7.3	2560512
9100	7.3	2560512
9120	7.3	2560512
9140	7.3	2560512
9160	7.3	2560512
9180	7.3	2560512
9200	7.3	2560512
9220	7.3	2560512
9240	7.3	2560512
9260	7.3	2560512
9280	7.3	2560512
9300	7.3	2560512
9320	7.3	2560512
9340	7.3	2560512
9360	7.3	2560512
9380	7.3	2560512
9400	7.3	2560512
9420	7.3	2560512
9440	7.3	2560512
9460	7.3	2560512
9480	7.3	2560512
9500	7.3	2560512
9520	7.3	2560512
9540	7.3	2560512
9560	7.3	2560512
9580	7.3	2560512
9600	7.3	2560512
9620	7.3	2560512
9640	7.3	2560512
9660	7.3	2560512
9680	7.3	2560512
9700	7.3	2560512
9720	7.3	2560512
9740	7.3	2560512
9760	7.3	2560512
9780	7.3	2560512
9800	7.3	2560512
9820	7.3	2560512
9840	7.3	2560512
9860	7.3	2560512
9880	7.3	2560512
9900	7.3	2560512
9920	7.3	2560512
9940	7.3	2560512
9960	7.3	2560512
9980	7.3	2560512
10000	7.3	2560512
#Gen	 maxScore	 numeval
20	3.04	512000
40	5.44	512000
60	7.3	512000
80	7.3	512000
100	7.3	512000
120	7.3	512000
140	7.3	512000
160	7.3	512000
180	7.3	512000
200	7.3	512000
220	7.3	512000
240	7.3	512000
260	7.3	512000
280	7.3	512000
300	7.3	512000
320	7.3	512000
340	7.3	512000
360	7.3	512000
380	7.3	512000
400	7.3	512000
420	7.3	512000
440	7.3	512000
460	7.3	512000
480	7.3	512000
500	7.3	512000
520	7.3	512000
540	7.3	512000
560	7.3	512000
580	7.3	512000
600	7.3	512000
620	7.3	512000
640	7.3	512000
660	7.3	512000
680	7.3	512000
700	7.3	512000
720	7.3	512000
740	7.3	512000
760	7.3	512000
780	7.3	512000
800	7.3	512000
820	7.3	512000
840	7.3	512000
860	7.3	512000
880	7.3	512000
900	7.3	512000
920	7.3	512000
940	7.3	512000
960	7.3	512000
980	7.3	512000
1000	7.3	512000
1020	7.3	512000
1040	7.3	512000
1060	7.3	512000
1080	7.3	512000
1100	7.3	512000
1120	7.3	512000
1140	7.3	512000
1160	7.3	512000
1180	7.3	512000
1200	7.3	512000
1220	7.3	512000
1240	7.3	512000
1260	7.3	512000
1280	7.3	512000
1300	7.3	512000
1320	7.3	512000
1340	7.3	512000
1360	7.3	512000
1380	7.3	512000
1400	7.3	512000
1420	7.3	512000
1440	7.3	512000
1460	7.3	512000
1480	7.3	512000
1500	7.3	512000
1520	7.3	512000
1540	7.3	512000
1560	7.3	512000
1580	7.3	512000
1600	7.3	512000
1620	7.3	512000
1640	7.3	512000
1660	7.3	512000
1680	7.3	512000
1700	7.3	512000
1720	7.3	512000
1740	7.3	512000
1760	7.3	512000
1780	7.3	512000
1800	7.3	512000
1820	7.3	512000
1840	7.3	512000
1860	7.3	512000
1880	7.3	512000
1900	7.3	512000
1920	7.3	512000
1940	7.3	512000
1960	7.3	512000
1980	7.3	512000
2000	7.3	512000
2020	7.3	1024000
2040	7.3	1024000
2060	7.3	1024000
2080	7.3	1024000
2100	7.3	1024000
2120	7.3	1024000
2140	7.3	1024000
2160	7.3	1024000
2180	7.3	1024000
2200	7.3	1024000
2220	7.3	1024000
2240	7.3	1024000
2260	7.3	1024000
2280	7.3	1024000
2300	7.3	1024000
2320	7.3	1024000
2340	7.3	1024000
2360	7.3	1024000
2380	7.3	1024000
2400	7.3	1024000
2420	7.3	1024000
2440	7.3	1024000
2460	7.3	1024000
2480	7.3	1024000
2500	7.3	1024000
2520	7.3	1024000
2540	7.3	1024000
2560	7.3	1024000
2580	7.3	1024000
2600	7.3	1024000
2620	7.3	1024000
2640	7.3	1024000
2660	7.3	1024000
2680	7.3	1024000
2700	7.3	1024000
2720	7.3	1024000
2740	7.3	1024000
2760	7.3	1024000
2780	7.3	1024000
2800	7.3	1024000
2820	7.3	1024000
2840	7.3	1024000
2860	7.3	1024000
2880	7.3	1024000
2900	7.3	1024000
2920	7.3	1024000
2940	7.3	1024000
2960	7.3	1024000
2980	7.3	1024000
3000	7.3	1024000
3020	7.3	1024000
3040	7.3	1024000
3060	7.3	1024000
3080	7.3	1024000
3100	7.3	1024000
3120	7.3	1024000
3140	7.3	1024000
3160	7.3	1024000
3180	7.3	1024000
3200	7.3	1024000
3220	7.3	1024000
3240	7.3	1024000
3260	7.3	1024000
3280	7.3	1024000
3300	7.3	1024000
3320	7.3	1024000
3340	7.3	1024000
3360	7.3	1024000
3380	7.3	1024000
3400	7.3	1024000
3420	7.3	1024000
3440	7.3	1024000
3460	7.3	1024000
3480	7.3	1024000
3500	7.3	1024000
3520	7.3	1024000
3540	7.3	1024000
3560	7.3	1024000
3580	7.3	1024000
3600	7.3	1024000
3620	7.3	1024000
3640	7.3	1024000
3660	7.3	1024000
3680	7.3	1024000
3700	7.3	1024000
3720	7.3	1024000
3740	7.3	1024000
3760	7.3	1024000
3780	7.3	1024000
3800	7.3	1024000
3820	7.3	1024000
3840	7.3	1024000
3860	7.3	1024000
3880	7.3	1024000
3900	7.3	1024000
3920	7.3	1024000
3940	7.3	1024000
3960	7.3	1024000
3980	7.3	1024000
4000	7.3	1024000
4020	7.3	1536000
4040	7.3	1536000
4060	7.3	1536000
4080	7.3	1536000
4100	7.3	1536000
4120	7.3	1536000
4140	7.3	1536000
4160	7.3	1536000
4180	7.3	1536000
4200	7.3	1536000
4220	7.3	1536000
4240	7.3	1536000
4260	7.3	1536000
4280	7.3	1536000
4300	7.3	1536000
4320	7.3	1536000
4340	7.3	1536000
4360	7.3	1536000
4380	7.3	1536000
4400	7.3	1536000
4420	7.3	1536000
4440	7.3	1536000
4460	7.3	1536000
4480	7.3	1536000
4500	7.3	1536000
4520	7.3	1536000
4540	7.3	1536000
4560	7.3	1536000
4580	7.3	1536000
4600	7.3	1536000
4620	7.3	1536000
4640	7.3	1536000
4660	7.3	1536000
4680	7.3	1536000
4700	7.3	1536000
4720	7.3	1536000
4740	7.3	1536000
4760	7.3	1536000
4780	7.3	1536000
4800	7.3	1536000
4820	7.3	1536000
4840	7.3	1536000
4860	7.3	1536000
4880	7.3	1536000
4900	7.3	1536000
4920	7.3	1536000
4940	7.3	1536000
4960	7.3	1536000
4980	7.3	1536000
5000	7.3	1536000
5020	7.3	1536000
5040	7.3	1536000
5060	7.3	1536000
5080	7.3	1536000
5100	7.3	1536000
5120	7.3	1536000
5140	7.3	1536000
5160	7.3	1536000
5180	7.3	1536000
5200	7.3	1536000
5220	7.3	1536000
5240	7.3	1536000
5260	7.3	1536000
5280	7.3	1536000
5300	7.3	1536000
5320	7.3	1536000
5340	7.3	1536000
5360	7.3	1536000
5380	7.3	1536000
5400	7.3	1536000
5420	7.3	1536000
5440	7.3	1536000
5460	7.3	1536000
5480	7.3	1536000
5500	7.3	1536000
5520	7.3	1536000
5540	7.3	1536000
5560	7.3	1536000
5580	7.3	1536000
5600	7.3	1536000
5620	7.3	1536000
5640	7.3	1536000
5660	7.3	1536000
5680	7.3	1536000
5700	7.3	1536000
5720	7.3	1536000
5740	7.3	1536000
5760	7.3	1536000
5780	7.3	1536000
5800	7.3	1536000
5820	7.3	1536000
5840	7.3	1536000
5860	7.3	1536000
5880	7.3	1536000
5900	7.3	1536000
5920	7.3	1536000
5940	7.3	1536000
5960	7.3	1536000
5980	7.3	1536000
6000	7.3	1536000
6020	7.3	2048000
6040	7.3	2048000
6060	7.3	2048000
6080	7.3	2048000
6100	7.3	2048000
6120	7.3	2048000
6140	7.3	2048000
6160	7.3	2048000
6180	7.3	2048000
6200	7.3	2048000
6220	7.3	2048000
6240	7.3	2048000
6260	7.3	2048000
6280	7.3	2048000
6300	7.3	2048000
6320	7.3	2048000
6340	7.3	2048000
6360	7.3	2048000
6380	7.3	2048000
6400	7.3	2048000
6420	7.3	2048000
6440	7.3	2048000
6460	7.3	2048000
6480	7.3	2048000
6500	7.3	2048000
6520	7.3	2048000
6540	7.3	2048000
6560	7.3	2048000
6580	7.3	2048000
6600	7.3	2048000
6620	7.3	2048000
6640	7.3	2048000
6660	7.3	2048000
6680	7.3	2048000
6700	7.3	2048000
6720	7.3	2048000
6740	7.3	2048000
6760	7.3	2048000
6780	7.3	2048000
6800	7.3	2048000
6820	7.3	2048000
6840	7.3	2048000
6860	7.3	2048000
6880	7.3	2048000
6900	7.3	2048000
6920	7.3	2048000
6940	7.3	2048000
6960	7.3	2048000
6980	7.3	2048000
7000	7.3	2048000
7020	7.3	2048000
7040	7.3	2048000
7060	7.3	2048000
7080	7.3	2048000
7100	7.3	2048000
7120	7.3	2048000
7140	7.3	2048000
7160	7.3	2048000
7180	7.3	2048000
7200	7.3	2048000
7220	7.3	2048000
7240	7.3	2048000
7260	7.3	2048000
7280	7.3	2048000
7300	7.3	2048000
7320	7.3	2048000
7340	7.3	2048000
7360	7.3	2048000
7380	7.3	2048000
7400	7.3	2048000
7420	7.3	2048000
7440	7.3	2048000
7460	7.3	2048000
7480	7.3	2048000
7500	7.3	2048000
7520	7.3	2048000
7540	7.3	2048000
7560	7.3	2048000
7580	7.3	2048000
7600	7.3	2048000
7620	7.3	2048000
7640	7.3	2048000
7660	7.3	2048000
7680	7.3	2048000
7700	7.3	2048000
7720	7.3	2048000
7740	7.3	2048000
7760	7.3	2048000
7780	7.3	2048000
7800	7.3	2048000
7820	7.3	2048000
7840	7.3	2048000
7860	7.3	2048000
7880	7.3	2048000
7900	7.3	2048000
7920	7.3	2048000
7940	7.3	2048000
7960	7.3	2048000
7980	7.3	2048000
8000	7.3	2048000
8020	7.3	2560000
8040	7.3	2560000
8060	7.3	2560000
8080	7.3	2560000
8100	7.3	2560000
8120	7.3	2560000
8140	7.3	2560000
8160	7.3	2560000
8180	7.3	2560000
8200	7.3	2560000
8220	7.3	2560000
8240	7.3	2560000
8260	7.3	2560000
8280	7.3	2560000
8300	7.3	2560000
8320	7.3	2560000
8340	7.3	2560000
8360	7.3	2560000
8380	7.3	2560000
8400	7.3	2560000
8420	7.3	2560000
8440	7.3	2560000
8460	7.3	2560000
8480	7.3	2560000
8500	7.3	2560000
8520	7.3	2560000
8540	7.3	2560000
8560	7.3	2560000
8580	7.3	2560000
8600	7.3	2560000
8620	7.3	2560000
8640	7.3	2560000
8660	7.3	2560000
8680	7.3	2560000
8700	7.3	2560000
8720	7.3	2560000
8740	7.3	2560000
8760	7.3	2560000
8780	7.3	2560000
8800	7.3	2560000
8820	7.3	2560000
8840	7.3	2560000
8860	7.3	2560000
8880	7.3	2560000
8900	7.3	2560000
8920	7.3	2560000
8940	7.3	2560000
8960	7.3	2560000
8980	7.3	2560000
9000	7.3	2560000
9020	7.3	2560000
9040	7.3	2560000
9060	7.3	2560000
9080	7.3	2560000
9100	7.3	2560000
9120	7.3	2560000
9140	7.3	2560000
9160	7.3	2560000
9180	7.3	2560000
9200	7.3	2560000
9220	7.3	2560000
9240	7.3	2560000
9260	7.3	2560000
9280	7.3	2560000
9300	7.3	2560000
9320	7.3	2560000
9340	7.3	2560000
9360	7.3	2560000
9380	7.3	2560000
9400	7.3	2560000
9420	7.3	2560000
9440	7.3	2560000
9460	7.3	2560000
9480	7.3	2560000
9500	7.3	2560000
9520	7.3	2560000
9540	7.3	2560000
9560	7.3	2560000
9580	7.3	2560000
9600	7.3	2560000
9620	7.3	2560000
9640	7.3	2560000
9660	7.3	2560000
9680	7.3	2560000
9700	7.3	2560000
9720	7.3	2560000
9740	7.3	2560000
9760	7.3	2560000
9780	7.3	2560000
9800	7.3	2560000
9820	7.3	2560000
9840	7.3	2560000
9860	7.3	2560000
9880	7.3	2560000
9900	7.3	2560000
9920	7.3	2560000
9940	7.3	2560000
9960	7.3	2560000
9980	7.3	2560000
10000	7.3	2560000
#Gen	 maxScore	 numeval
20	3.04	512000
40	5.44	512000
60	7.3	512000
80	7.3	512000
100	7.3	512000
120	7.3	512000
140	7.3	512000
160	7.3	512000
180	7.3	512000
200	7.3	512000
220	7.3	512000
240	7.3	512000
260	7.3	512000
280	7.3	512000
300	7.3	512000
320	7.3	512000
340	7.3	512000
360	7.3	512000
380	7.3	512000
400	7.3	512000
420	7.3	512000
440	7.3	512000
460	7.3	512000
480	7.3	512000
500	7.3	512000
520	7.3	512000
540	7.3	512000
560	7.3	512000
580	7.3	512000
600	7.3	512000
620	7.3	512000
640	7.3	512000
660	7.3	512000
680	7.3	512000
700	7.3	512000
720	7.3	512000
740	7.3	512000
760	7.3	512000
780	7.3	512000
800	7.3	512000
820	7.3	512000
840	7.3	512000
860	7.3	512000
880	7.3	512000
900	7.3	512000
920	7.3	512000
940	7.3	512000
960	7.3	512000
980	7.3	512000
1000	7.3	512000
1020	7.3	512000
1040	7.3	512000
1060	7.3	512000
1080	7.3	512000
1100	7.3	512000
1120	7.3	512000
1140	7.3	512000
1160	7.3	512000
1180	7.3	512000
1200	7.3	512000
1220	7.3	512000
1240	7.3	512000
1260	7.3	512000
1280	7.3	512000
1300	7.3	512000
1320	7.3	512000
1340	7.3	512000
1360	7.3	512000
1380	7.3	512000
1400	7.3	512000
1420	7.3	512000
1440	7.3	512000
1460	7.3	512000
1480	7.3	512000
1500	7.3	512000
1520	7.3	512000
1540	7.3	512000
1560	7.3	512000
1580	7.3	512000
1600	7.3	512000
1620	7.3	512000
1640	7.3	512000
1660	7.3	512000
1680	7.3	512000
1700	7.3	512000
1720	7.3	512000
1740	7.3	512000
1760	7.3	512000
1780	7.3	512000
1800	7.3	512000
1820	7.3	512000
1840	7.3	512000
1860	7.3	512000
1880	7.3	512000
1900	7.3	512000
1920	7.3	512000
1940	7.3	512000
1960	7.3	512000
1980	7.3	512000
2000	7.3	512000
2020	7.3	1024000
2040	7.3	1024000
2060	7.3	1024000
2080	7.3	1024000
2100	7.3	1024000
2120	7.3	1024000
2140	7.3	1024000
2160	7.3	1024000
2180	7.3	1024000
2200	7.3	1024000
2220	7.3	1024000
2240	7.3	1024000
2260	7.3	1024000
2280	7.3	1024000
2300	7.3	1024000
2320	7.3	1024000
2340	7.3	1024000
2360	7.3	1024000
2380	7.3	1024000
2400	7.3	1024000
2420	7.3	1024000
2440	7.3	1024000
2460	7.3	1024000
2480	7.3	1024000
2500	7.3	1024000
2520	7.3	1024000
2540	7.3	1024000
2560	7.3	1024000
2580	7.3	1024000
2600	7.3	1024000
2620	7.3	1024000
2640	7.3	1024000
2660	7.3	1024000
2680	7.3	1024000
2700	7.3	1024000
2720	7.3	1024000
2740	7.3	1024000
2760	7.3	1024000
2780	7.3	1024000
2800	7.3	1024000
2820	7.3	1024000
2840	7.3	1024000
2860	7.3	1024000
2880	7.3	1024000
2900	7.3	1024000
2920	7.3	1024000
2940	7.3	1024000
2960	7.3	1024000
2980	7.3	1024000
3000	7.3	1024000
3020	7.3	1024000
3040	7.3	1024000
3060	7.3	1024000
3080	7.3	1024000
3100	7.3	1024000
3120	7.3	1024000
3140	7.3	1024000
3160	7.3	1024000
3180	7.3	1024000
3200	7.3	1024000
3220	7.3	1024000
3240	7.3	1024000
3260	7.3	1024000
3280	7.3	1024000
3300	7.3	1024000
3320	7.3	1024000
3340	7.3	1024000
3360	7.3	1024000
3380	7.3	1024000
3400	7.3	1024000
3420	7.3	1024000
3440	7.3	1024000
3460	7.3	1024000
3480	7.3	1024000
3500	7.3	1024000
3520	7.3	1024000
3540	7.3	1024000
3560	7.3	1024000
3580	7.3	1024000
3600	7.3	1024000
3620	7.3	1024000
3640	7.3	1024000
3660	7.3	1024000
3680	7.3	1024000
3700	7.3	1024000
3720	7.3	1024000
3740	7.3	1024000
3760	7.3	1024000
3780	7.3	1024000
3800	7.3	1024000
3820	7.3	1024000
3840	7.3	1024000
3860	7.3	1024000
3880	7.3	1024000
3900	7.3	1024000
3920	7.3	1024000
3940	7.3	1024000
3960	7.3	1024000
3980	7.3	1024000
4000	7.3	1024000
4020	7.3	1536000
4040	7.3	1536000
4060	7.3	1536000
4080	7.3	1536000
4100	7.3	1536000
4120	7.3	1536000
4140	7.3	1536000
4160	7.3	1536000
4180	7.3	1536000
4200	7.3	1536000
4220	7.3	1536000
4240	7.3	1536000
4260	7.3	1536000
4280	7.3	1536000
4300	7.3	1536000
4320	7.3	1536000
4340	7.3	1536000
4360	7.3	1536000
4380	7.3	1536000
4400	7.3	1536000
4420	7.3	1536000
4440	7.3	1536000
4460	7.3	1536000
4480	7.3	1536000
4500	7.3	1536000
4520	7.3	1536000
4540	7.3	1536000
4560	7.3	1536000
4580	7.3	1536000
4600	7.3	1536000
4620	7.3	1536000
4640	7.3	1536000
4660	7.3	1536000
4680	7.3	1536000
4700	7.3	1536000
4720	7.3	1536000
4740	7.3	1536000
4760	7.3	1536000
4780	7.3	1536000
4800	7.3	1536000
4820	7.3	1536000
4840	7.3	1536000
4860	7.3	1536000
4880	7.3	1536000
4900	7.3	1536000
4920	7.3	1536000
4940	7.3	1536000
4960	7.3	1536000
4980	7.3	1536000
5000	7.3	1536000
5020	7.3	1536000
5040	7.3	1536000
5060	7.3	1536000
5080	7.3	1536000
5100	7.3	1536000
5120	7.3	1536000
5140	7.3	1536000
5160	7.3	1536000
5180	7.3	1536000
5200	7.3	1536000
5220	7.3	1536000
5240	7.3	1536000
5260	7.3	1536000
5280	7.3	1536000
5300	7.3	1536000
5320	7.3	1536000
5340	7.3	1536000
5360	7.3	1536000
5380	7.3	1536000
5400	7.3	1536000
5420	7.3	1536000
5440	7.3	1536000
5460	7.3	1536000
5480	7.3	1536000
5500	7.3	1536000
5520	7.3	1536000
5540	7.3	1536000
5560	7.3	1536000
5580	7.3	1536000
5600	7.3	1536000
5620	7.3	1536000
5640	7.3	1536000
5660	7.3	1536000
5680	7.3	1536000
5700	7.3	1536000
5720	7.3	1536000
5740	7.3	1536000
5760	7.3	1536000
5780	7.3	1536000
5800	7.3	1536000
5820	7.3	1536000
5840	7.3	1536000
5860	7.3	1536000
5880	7.3	1536000
5900	7.3	1536000
5920	7.3	1536000
5940	7.3	1536000
5960	7.3	1536000
5980	7.3	1536000
6000	7.3	1536000
6020	7.3	2048000
6040	7.3	2048000
6060	7.3	2048000
6080	7.3	2048000
6100	7.3	2048000
